49 20 4777 1 1 1 1 1 1 1 1 1 0 1 0 1 0 0 1 1 1 1 1
50 20 4318 1 0 1 1 0 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1
51 20 5268 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
52 20 5151 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 1 1 1
53 20 5508 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1
54 20 5246 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1
55 20 4561 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1
56 20 3472 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1
57 20 4043 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1
58 20 5823 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1
59 20 4905 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1
60 20 4908 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 0 1
61 20 4314 1 0 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1
62 20 4996 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1
63 20 4697 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1
64 20 4669 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 1
65 20 4989 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1
66 20 3973 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1
67 20 4974 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0
68 20 5807 1 1 1 1 0 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1
69 20 4675 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 1 1
70 20 5012 0 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1
71 20 4788 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1
72 20 5038 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1
73 20 4970 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1
74 20 3929 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1
75 20 5641 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0
76 20 5561 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1
77 20 4116 0 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 0 1
78 20 5676 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 0 1 1 1
79 20 4295 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0
80 20 4249 1 1 1 0 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1
81 20 4470 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1
82 20 5575 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1
83 20 4127 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
84 20 5065 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1
85 20 4711 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 1 1
86 20 4862 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1
87 20 5629 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1
88 20 5270 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1
89 20 4467 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1
90 20 3565 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1
91 20 5358 0 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 0
92 20 5338 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1
93 20 5338 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0
94 20 5816 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
95 20 3950 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0
96 20 5013 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
97 20 5259 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1
98 20 5630 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
99 20 5536 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0
100 20 4784 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1
